sama	samade
käima	`käidi
sõitma	`sõitmas
nii	nii
siis	siis
vastla+sõit	`vastla+`sõittu
käima	`käidi
tegema	tegemas
ja	ja
siis	siis
vahel	vahel
keetma	keedetti
herne+supp	`erne+`suppi
ja	ja
sea+jalg	sia+jalad
kui	kui
siga	siad
olema	olid
ära	ära
tapma	tappettud
siis	s
tapma	tappetti
sügis	sügise
siis	siss
sea+jalg	sia+jalad
panema	`pandi
sool	`soola
ja	ja
siis	siis
vastla+päev	`vastla+be
keetma	keedetti
sea+jalg	sia+`jalgu
ja	ja
siis	siss
siis	siss
jälle	`jälle
siga	sia
jalg	`jalgu
ja	ja
hernes	`erne
herne+supp	`erne+supp
olema	oli
ja	ja
see	see
olema	oli
siis	siis
vastlad	`vastla
asi	asi
siis	siis
nemad	nad
minema	läskid
suur	surde
mägi	mägede
peale	`peale
kaksi+pidi	kaksi+bidi
kelk	`kölkkudega
alla	`alla
laskma	`laskma
ning	ning
jää	jää
jää	jää
peale	`peale
ja	ja
see	see
olema	oli
siis	siis
vastlad	`vastla
vastla+sõit	`vastla+sõit
jõulud	`jõulude
aeg	aeal
es	s
olema	ole
muu	muud
mis+ki	midagid
mitte	`mette
kui	kut
tegema	`tehti
õlu	õlut
ning	ning
jooma	`joodi
iga+üks	iga+üks
tegema	tegi
tegema	tegi
siis	siis
oma	omal
see	seda
oder	odrast
oder	odra
oder	odra
sai	`saija
kutsuma	kutsutti
ka	koo
mis	miss
puhta	`puhta
oder	odrast
olema	oli
laskma	`lastud
ja	ja
siis	siss
nii	nii
nii+sama	`nii+sama
tantsima	tansitti
noor	noored
minema	läksid
käima	käisid
pere	perest
talu	talust
talu	taluse
ja	ja
ikka	`ikka
tantsima	`tantsisid
ja	ja
pill	pillid
mängima	`mänksid
ja	ja
nii	nii
lõbus	lõbusad
olema	olid
oma+teada	oma+teada
et	et
et	et
et	et
nii	nii
lõbus	lõbust
aeg	`aega
olema	pole
pool+ki	`pooltki
praegu	`praegust
enam	änam
kui	kut
siis	siis
olema	oli
ja	ja
ja	ja
ja	ja
ringi+mäng	ringi+`mänge
kus	kuss
laulma	`laultsid
käsi+pidi	käsi+bidi
koos	koos
ja	ja
ringi+mäng	ringi+`mänge
nii+samuti	nii+samutti
kui	kut
suur	sured
näite+mängu+tegelane	`näitte+mängu+tegelased
olema	olid
puha	puhas
mäng	`mängi
sees	sihes
olema	olid
käsi+pidi	käsi+bidi
koos	koos
ringi	`ringi
nii	nii
siis	siis
mis+sugune	`mis+sugune
laul	laul
olema	oli
mis+moodi	mis+`moodi
tema	ta
käima	käis
siis	siis
seda+moodi	seda+`moodi
olema	oli
seal	sääl
jälle	`jälle
sees	sees
ja	ja
siis	siis
üks	üks
kuidas	kuidas
olema	oli
üks	üks
noor+mees	noor+mees
nõudma	nõuwab
pruut	`pruutti
kes	kess
tema	teda
armastama	armastab
tulema	tule
siia	`siija
sina	sind
mina	mina
võtma	võttan
kas	kas
passima	passib
pruut	pruudiks
mina	mul
siis	siis
noor+mees	noor+mees
olema	oli
seal	sääl
ring	ringi
keskel	`keskel
see	see
võtma	`võttis
jälle	`jälle
üks	ühe
tüdruk	tüdrukku
sealt	sält
välja	`välja
vaatama	`vaatta
mina	ma
pöörama	pööran
keerama	keeran
vaatama	`vaattan
kas	kass
passima	passib
pruut	pruudiks
mina	mool
ei	äi
sugugi	sugugi
ei	äi
passima	passi
saama	saa
pruut	pruudiks
mina	minule
saatma	saadab
see	selle
minema	minema
ja	ja
võtma	võttab
teine	teise
jälle	`jälle
seda+samuti	seda+samatti
olema	olid
see	ne
ring+mäng	ringi+mängid
käima	käisid
siis	siss
siis	siss
muu	muul
aeg	aeal
es	ess
olema	ole
mis+ki	midad
muna	munad
keetma	keedetti
muna	mune
ja	ja
värvima	värvitti
muna	mune
liha+võtted	liha+`võtteks
ja	ja
ja	ja
siis	siss
liha+võtted	liha+`võtteks
tegema	`tehti
ka	kaa
ikka	`ikka
saarlane	`saarlased
olema	olid
ikka	`ikka
õlu	õlut
tegema	tegid
ikka	`ikka
enese	enestele
nemad	nad
ikka	`ikka
õlu	õllega
ikka	`ikka
õlu	õllest
õlu	õlut
tegema	`tehti
ka	ka
ikka	`ikka
see	selleks
püha	pühadeks
ja	ja
ja	ja
see	sellel
es	s
olema	ole
nii	nii
suurem	suuremat
tähtsus	`tähtsust
mis+ki	midad
neli+püha	neljad+pühad
olema	olid
jälle	jälle
suvine	suised
püha	pühad
jälle	`jälle
nii+sama	`nii+sama
muidu	muidu
muidu	muidu
püha	pühade
nimi	nimedega
siis	siis
es	es
olema	ole
nii	nii
ise+äraline	ise+äralist
asi	`asja
mis+ki	midagi
teadma	tääda
see	see
kirik	kirikkus
käimine	`käimine
see	see
käima	käib
ju	ju
praegu	`praegus
ka	koo
ikka	`ikka
siin	sii
veel	veel
alles	alles
jah	jahh
ja+jah	jaa+jahh
kirik	kirikkus
olema	oli
sedasi	sedasi
et	et
pidama	pidid
pidama	pidi
kui	kui
kui	kui
inimene	inimene
olema	oli
aasta+päev	`aasta+päävad
ikka	`ikka
aasta	`aastas
käima	käisid
kaks	kaks
kord	kord
ikka	`ikke
jumal	jumala
arm	armul
patu+tunnistus	pattu+tunnistusel
papp	pappile
ja	ja
siis	siss
siis	siss
olema	oli
jälle	`jälle
käima	käisid
kirik	kirikkus
noor	noored
vana	vanad
kõik	kõik
seal	sääl
olema	oli
justkui	`jusku
justkui	`jusku
püha+päev	pühaba
olema	oli
kirik	kirik
nõnda	nõnda
tulvini	tulvini
rahvas	rahvast
täis	täis
no	no
nüüd	nüid
olema	on
tühi	tühi
nüüd	nüid
olema	on
vana	vanad
inimene	inimesed
veel	veel
käima	käivad
aga	äga
vana	vanal
aeg	aeal
olema	oli
noor	noored
kõik	kõik
pisike	pisised
laps	lapsed
viima	`viidi
kirik	kirikku
ja	ja
kirik	kirik
olema	oli
tulvini	tulvini
rahvas	rahvast
täis	täis
kohe	kohe
aga	aga
nüüd	nüid
minema	läksid
leer	`leeri
kui	kui
kui	kui
seitse+teist	`seitsme+`teisme
aastane	`aastased
siis	siis
pidama	pidid
leer	`leeri
minema	minema
enne	`enne
es	s
saama	sua
mees	mihele
ka	kaa
minema	`minna
mitte	`mette
kes	kes
olema	pole
leer	`leeris
käima	`käind
mitte	`mette
see	see
pidama	pidi
ikka	`ikka
leeritama	leerittud
olema	olema
siis	siis
siis	siis
minema	läksid
leer	`leeri
neli	neli
nädal	nädalt
olema	oli
leer	leeri
õppus	`õppuse
aeg	`aega
siis	siis
olema	oli
seal	säl
noh	nohh
seal	sääl
õpetama	õppetti
jumal	jumala
sõna	sõna
jutt	`juttu
aga	äga
seal	sääl
olema	pole
siis	siis
muu	muud
olema	olnd
mitte	`mette
siis	siis
kui	kui
püha+päev	pühaba
siis	siis
hüüdma	`üitti
nüüd	nüid
selgeks+tegemine	`selgeks+tegemine
olema	oli
kui	kui
leeri+laps	leeri+laste
seletus	selettus
olema	oli
siis	siis
siis	siis
olema	oli
kirik	kirik
tulvini	tulvini
rahvas	rahvast
täis	täis
ja	ja
siis	siis
andma	`antti
lill	`lillesi
ka	koo
ikka	`ikka
ning	ning
vana	vanal
aeg	aeal
olema	pole
lill	`lillesi
olema	olnd
mitte	`mette
nüüd	nüid
nüüd	nüid
andma	`anttase
lill	`lillesi
nüüd	nüid
olema	pole
ka	kaa
enam	änam
lill	`lillesi
mitte	`mette
nüüd	nüid
olema	oo
kõik	kõik
kaduma	kadund
noh	noh
siis	siss
seal	sääl
es	es
olema	ole
nõnda	nõnda
suurem	suuremat
muu	muud
kunst	`kuntsi
mis+ki	midagid
mitte	`mette
jah	jahh
jah	jahh
iga+üks	iga+üks
pidama	pidas
ikka	`ikka
leeri+pidu	leeri+bidu
kodu	kodu
siis	siis
kutsuma	kutsutti
omaksed	omaksed
kokku	`kokku
ja	ja
siis	siis
tegema	`tehti
sööma	`süija
jooma	`juuwa
ja	ja
tantsima	tansitti
ka	kaa
jälle	`jälle
ja	ja
siis	siis
sugulane	sugulased
olema	olid
siis	siis
kokku	`kokku
kutsuma	kutsuttud
ohh	ohh
sina	saa
armas	armas
aeg	aeg
siis	siss
siis	siis
kui	kui
hakkama	`akkaks
see	seda
rääkima	`rääkkima
mis	miss
tegema	teind
olema	on
kus	kuss
kus	kuss
olema	oli
seda+moodi	seda+`moodi
et	et
et	et
kuidas	kuidas
olema	oli
jälle	`jälle
oder	odrat
oder	odrat
tegema	`tehti
maha	maha
see	need
olema	olid
siuke	`siukset
kook	koogud
nüüd	nüid
olema	pole
enam	änam
see	need
olema	on
juba	juba
ära	ära
viima	`viidud
korjama	korjattud
puha	puhas
ikka	`ikka
muuseum	`muusjeumise
viima	`viidud
see	need
odra+kook	odra+koogud
küürakil	küirakkil
maas	maas
inimene	inimesed
katkuma	`katkusid
oder	odrad
kõik	kõik
põld	`põldude
pealt	pealt
ning	ning
panema	`pandi
naber	`napra
siis	siss
tegema	`tehti
siuke	`siuksed
siuke	`siuksed
suur	sured
naber	nabrad
ning	ning
siis	siss
olema	on
see	need
siis	siss
kokku	kogu
korjama	korjattud
saama	saand
puha	puhas
kokku	kogu
hunnik	unnikku
panema	`pandud
siis	siis
hakkama	akkatti
see	neid
hobune	obusega
kodu	koduse
vedama	vädama
siis	siis
panema	`pandi
tuba	tuas
tuba	tuas
kus	kuss
inimene	inimest
elama	elasid
mina	mool
olema	on
ka	ka
praegu	`paergus
vana	vana
rehe+tuba	rehe+tuba
seal	sääl
veel	veel
kus	kuss
suur	sured
pars	parred
olema	olid
ning	ning
siis	siss
sinna	`sönna
peale	`peale
panema	`pandi
see	need
oder	odrad
ja	ja
siis	siss
olema	on
see	need
oder	odrad
siis	siss
hakkama	akkatti
kütma	`kütma
turvas	turvast
lõikama	`leikkasime
Audla	`Audla
raba	rabast
saama	sai
turvas	turvast
lõikama	leigattud
ning	ning
see	seda
saama	sai
talv	talvel
vedama	`väättud
ja	ja
see	see
saama	sai
ära	ära
kuivatama	kuivattud
ja	ja
siis	sis
see	selle
turvas	`turblaga
saama	sai
nüüd	nüid
see	seda
rehe+ahi	rehe+`ahju
kütma	`kööttud
ja	ja
siis	siss
kuivatama	kuivattatti
see	see
vili	vili
sedasi	sedasi
ära	ära
kõik	kõige
põhk	põhuga
seltsis	`seltsis
ja	ja
siis	siis
saama	sai
välja	`välja
ajama	`aettud
ja	ja
siis	siis
kutsuma	kutsume
rehala	rihaltseks
mis	miss
seal	sääl
tuba	tua
otsas	`otsas
jälle	`jälle
olema	on
rehala	rihaline
saama	sai
rehala	rihaltse
põrand	paranda
peale	`peale
ajama	`aettud
ja	ja
hobune	obused
jälle	`jälle
siduma	`seotti
nii	nii
sabasse	sabase
üks+teise	üks+teise
sabasse	sabase
kaks	kaks
hobune	obust
ning	ning
kolm	kolm
hobune	obust
kuidas	kuidas
olema	oli
ning	ning
siis	siis
hobune	obused
panema	`pandi
sinna	`sönna
peale	`peale
jalg	`jalgadega
tampima	`tamppima
ja	ja
inimene	inimene
olema	oli
siis	siis
ise	ise
seal	sääl
vahel	vahel
hobuse+ohelik	obuse+ohelik
olema	oli
pihk	peos
muud+kui	`muud+kut
andma	`andis
aga	aga
hobune	obusel
pihta	`pihta
et	et
hobune	obused
pidama	pidid
aga	aga
sõitma	`sõitma
seal	sääl
peal	peal
hobune	obused
olema	olid
nii	nii
märg	märjad
ja	ja
nemad	nad
ja	ja
nemad	nad
aurama	`aurasid
kohe	kohe
seal	sääl
peal	peal
ning	ning
siis	siis
nemad	nad
tampima	`tamppisid
nii	nii
peen	`peeneks
see	nee
see	selle
vili	vilja
ja	ja
ja	ja
põhk	põhu
kõik	kõik
seal	sääl
siis	siis
saama	saand
jälle	`jälle
tükk	tükki
aeg	`aega
tampima	talbittud
hobune	obu
viima	`viidi
õu	`õuwe
jahtuma	`jahtuma
ja	ja
siis	siis
inimene	inimesed
väike	vähiksed
siuke	`siuksed
nõnda	nõnda
pikuke	pitkuksed
reha	riha
kaha	kahad
olema	olid
suur	sured
arukas	aruksed
reha	rihad
siis	siis
see	nendega
hakkama	`akkasid
jälle	`jälle
pealt	pealt
kaabitsema	kaabitsema
see	seda
põhk	`põhku
ära	ära
ning	ning
et	et
vili	vili
varisema	varises
siis	siis
alla+poole	`alla+poole
ja	ja
siis	sis
riisuma	riisutti
reha	rihadega
pealt	pealt
ära	ära
ning	ning
see	see
põhk	põhk
siis	siis
loopima	loobitti
jälle	`jälle
üles	üless
lakk	`lakka
maja	maea
peale	`peale
ning	ning
siis	siis
jälle	`jälle
pöörama	`pöörtti
ringi	`ringi
see	see
vili	vili
seal	sääl
all	all
ning	ning
jälle	`jälle
hobune	obused
tooma	`toodi
uuesti	uuwesti
peale	`peale
tampima	`tamppima
seni	sõni
kuni	kuni
kõik	kõik
pea	pead
nõnda	nõnda
puhas	`puhtaks
olema	oli
tampima	tambittud
siis	siis
lükkama	lükkatti
hunnik	un'nikku
rehala	rehela
nurk	`nurkka
see	see
ja	ja
olema	oli
siis	siis
valmis	`valmis
ja	ja
ja	ja
teine	teine
rehi	rehi
panema	`pandi
jälle	`jälle
üles	üless
ja	ja
siis	sis
ootama	oodetti
tuul	tuult
kui	kui
tuul	tuul
tulema	tuleb
siis	sis
siis	sis
hakkama	akkatti
tuulama	`tuulama
ja	ja
siis	sis
see	seda
põhk	põhust
vili	`vilja
välja	`välja
siis	siis
olema	olid
siuke	`siuksed
suur	suured
puu+hark	puu+argid
olema	olid
mis	missega
mis	missega
võtma	`võõtti
ning	ning
siis	siis
sarjama	sarjatti
sedasi	sedasi
seal	sääl
rehala	rihaltse
värav	värava
värava+auk	värava+augu
vahel	vahel
siis	siis
viima	viis
põhk	põhu
sealt	sält
ära	ära
ning	ning
vili	vili
kukkuma	`kukkus
alla	`alla
ja	ja
ja	ja
vili	vili
jääma	jäi
saama	sai
jälle	`jälle
sedasi	sedasi
puhas	`puhtaks
tegema	`tehtud
ja	ja
vili	vili
viima	`viidi
ait	`aitta
salv	`salve
ja	ja
teine	teise
hommik	oomikku
olema	oli
teine	teine
rehi	rehi
jälle	`jälle
seal	sääl
hobune	obuse
jalg	`jalge
all	all
no	no
nüüd	nüid
aga	aga
kui	kui
rukis	rugi
rehi	rehed
olema	olid
rukis	rugid
olema	olid
saama	said
jälle	`jälle
sirp	sirbiga
õsuma	ösuttud
kõik	kõik
mina	moo
mina	ma
või	või
sirp	`serppi
näitama	näidatta
ka	koo
teie	`teile
kui	kui
tahtma	tahatte
olema	oo
ju	ju
siin+samas	`sii+sammasel
saama	sai
sirp	serbiga
kõik	kõik
õsuma	ösuttud
küürakil	küirakkili
maas	maas
ning	ning
siis	siis
saama	sai
kinni	`kinni
siduma	`seottud
pisikene	piisikkesed
kahl	kahlud
ja	ja
jälle	`jälle
saama	sai
naber	`napra
tegema	`tehtud
ja	ja
siis	siis
saama	sai
see	seda
samuti	sammatti
jälle	`jälle
ära	ära
tooma	`toodud
ja	ja
pars	parsile
panema	`pandud
üles	üless
rehe+tuba	rehe+tuba
ja	ja
saama	sai
jälle	`jälle
kütma	`kööttud
ning	ning
siis	siis
sõuke	`sõukke
suur	sur
pikk	pitk
pink	pink
olema	oli
siis	siis
e	e
kuidas	kuda
kuidas	kudas
pere	peres
inimene	inimesi
olema	oli
kui	kui
olema	oli
neli	neli
inimene	inimest
siis	siis
kumb+ki	kummaskis
pink	pingi
otsas	`otsas
olema	oli
kaks	kaks
tükk	`tükki
rabamine	rabamiseks
ja	ja
käima	käis
nii	nii
kenasti	kenast
rips	rips
raps	raps
rips	rips
raps	raps
rips	rips
raps	raps
ja	ja
teine	`teises
otsas	`otsas
olema	olid
teine	teised
sedasi	sedasi
sedasi	sedasi
rabama	rabatti
vili	vili
see	selle
rukki+pea	rugi+peade
seest	seest
välja	`välja
tuba	tua
põrand	põrandale
ja	ja
siis	siis
jälle	`jälle
saama	sai
saama	sai
ikka	`ikke
ära	ära
jälle	`jälle
siis	siss
saama	saand
see	se
rehi	rehi
ära	ära
rabama	rabattud
saama	saand
siis	siis
saama	sai
jälle	`jälle
ära	ära
tuulama	tuulattud
kui	kui
olema	oli
tuul	tuult
kõik	kõik
kord	korrad
es	s
olema	ole
tuul	tuult
mitte	`mette
mõtlema	`mõtle
kus	kuss
saama	sai
kaua	kauwa
aeg	`aega
ootama	oodettud
es	s
olema	ole
tuule+masin	tuli+massinat
mitte	`mette
aga	aga
viimaks	`viimaks
tulema	tulid
juba	juba
tuule+masin	tuuli+massinad
siis	siis
saama	sai
kergesti	`kergeste
vili	vili
tuulama	tuulattud
sedasi	sedasi
saama	sai
tegema	`tehtud
ohh	ohh
küll	küll
küll	küll
see	see
töö	töö
olema	oli
mis	miss
mis	mis
inimene	inimesed
minema	läksid
päev	päävad
õhtu	`õhtas
kuni	kunni
kuni	kunni
õhtu	`õhtu
kui	kui
vähe+gi	vähegid
nägema	nägi
ikka	`ikka
olema	oli
töö	töö
ikka	`ikka
olema	oli
töö	töö
hobune	obused
olema	olid
ader	`atrade
ees	ees
ja	ja
hobune	obused
kündma	`küntsid
mitu	`mitmeli
kord	korrali
see	seda
põld	`pöldu
inimene	inimesed
olema	olid
ju	ju
päev	`pääva
ja	ja
muist	muist
olema	olid
ikka	`ikka
kündma	`kündmas
ja	ja
muist	muist
olema	olid
vili	`vilja
koristama	koristamas
ja	ja
nii	nii
palju	palju
töö	tööd
olema	on
nüüd	nüid
olema	on
inimene	inimestel
nii	nii
nii	nii
kerge	`kerge
töö	töö
praegu	`praegus
elama	elada
et	et
justkui	`jusku
justkui	`jusku
saks	saksad
praegu	`paergu
karjuma	`karjuvad
ka	koo
noor	noored
inimene	inimesed
mina	ma
mina	ma
ütlema	`ütlesi
küsima	küsigu
vana	vana
käest	kääst
kuidas	kuidas
vana	vana
teadma	teab
kuidas	kuidas
küür	küir
valutama	valuttab
kuidas	kuidas
mina	ma
oder	`otri
katkuma	`katkund
olema	ole
kuidas	kuidas
mina	ma
rukis	rugi
õsuma	õsund
olema	ole
kuidas	kuda
mina	ma
rehi	reht
rabama	raband
olema	ole
mõni	mõned
pisike	pisiksed
laps	lapsed
ajama	`aetti
maa	maast
üles	üless
et	et
rehi	`rehte
rabamine	rabamise
aeg	`aega
siis	siis
nemad	nad
loopima	`looppisid
jälle	`jälle
kahl	kahlud
rehala	rihala
ja	ja
siis	siis
rehala	rihalas
olema	oli
jälle	`jälle
saama	sai
panema	`pandud
puha	puhas
sedasi	sedasi
see	nee
kahl	kahlud
üks+teise	üks+teise
kõrva	`kõrva
ning	ning
side	sidemed
saama	said
pealt	pealt
ära	ära
võtma	`võõttud
ning	ning
siis	siis
olema	olid
suur	sured
varras	vardad
suur	sured
kõver	kõverad
puu+varras	puu+vardad
siis	siis
see	sellega
hakkama	akkatti
põrts	põrts
parts	parts
pirts	pirts
parts	parts
peksma	peksetti
veel	veel
see	nee
läbi	läbi
et	et
ikka	ikka
veel	veel
see	ne
üüges	`üiksed
pidama	pidid
kõik	kõik
seest	seest
välja	`välja
tulema	`tulnd
olema	olema
ja	ja
mis	miss
aga	aga
mina	ma
olema	pole
mitte	`mitte
pihune	pihust
leib	`leiba
sööma	söönd
aga	aga
mina	moo
ema	ema
ning	ning
mina	mu
vanem	vanamad
õde	õed
rääkima	`rääkkisid
ka	kaa
mis	miss
kutsuma	kutsutti
pihune	pihune
leib	leib
nõnda	nönda
et	et
et	et
es	s
olema	ole
ära	ära
tuulama+ki	tuulattudkid
põhk	põhuga
segamini	segamini
olema	oli
vili	vili
laskma	`lastud
katel	`katteli
olema	oli
justkui	`jusku
loom	looma
vili	vili
ja	ja
see	sellest
tegema	`tehtud
leib	`leiba
et	et
nemad	nad
rääkima	`rääksid
kuidas	kuidas
kui	kui
kui	kui
kuidas	kuidas
nemad	nad
pihune	pihust
leib	`leiba
sööma	sõid
aga	aga
mina	maa
ei	ei
olema	ole
pihune	pihust
leib	`leiba
enam	änam
sööma	`söönd
ja	ja
kuidas	kuidas
suits	suitsu
suitsu+maja	suitsu+maeade
sees	sees
elama	elatti
seal	sääl
kus	kuss
inimene	inimene
elama	elas
seal	sääl
olema	oli
suur	suur
kolle	kolle
mina	ma
võima	või
teie	teil
teisel+pool	`teip+pol
näitama	näidatta
mina	mool
olema	onn
paargu	`paargus
olema	onn
igavene	igavene
pada	paea
alune	alune
olema	onn
veel	veel
kus	kuss
keetma	keedetti
suits	`suitsu
tuba	tuba
täis	täis
seal	sääl
pidama	pidid
pisike	pisissed
laps	lapsed
elama	elama
uks	uks
panema	`pandi
siis	siis
lahti	`lahti
suur	suur
kust	kust
suits	suits
minema	läks
välja	`välja
ja	ja
siis	siis
seal	sääl
külm	`külmas
tuba	tuas
siis	siis
olema	olid
laps	lapsed
ja	ja
suits	`suitsu
olema	oli
ülalt	ülalt
täis	täis
mis	miss
ja	ja
ja	ja
kõik	kõik
koht	kõhad
olema	ol'id
suits	suitsuga
et	et
et	et
must	mustad
et	et
justkui	`justku
loom	loomad
elama	elasid
inimene	inimesed
kohe	kohe
jah	jahh
aga	aga
suitsu+ving	suitsu+vingu
sees	sehes
olema	olid
aga	aga
mina	maa
olema	ole
see	sell
aeg	aeg
kui	kui
mina	maa
olema	ole
juba	juba
sündima	`sündind
noh	nohh
saama	saab
kaheksa+kümmend	kaheksa+gümend
saama	sai
siis	siis
olema	oli
juba	juba
meie	meil
pliit	pliit
sees	sehes
olema	olnd
aga	aga
mina	maa
teadma	tea
see	neid
koht	`kohti
küll	küll
see	neid
pisike	pisised
popsi+maja	popsi+maead
ning	ning
kõik	kõik
ikka	`ikka
keetma	`keetsid
veel	veel
kutsuma	kutsutti
kolle	`koldes
keetmine	`keetmine
vanasti	vanasti
olema	olid
muu	muud
es	es
olema	ole
põllu+töö+riist	põllu+töö+riistaks
mitte	`mette
kui	kut
ader	adr
ader	adrad
mis	miss
hobune	obu
hobune	obu
järel	`järge
vedama	vädas
see	see
olema	oli
põllu+töö+riist	põllu+töö+riist
ning	ning
siis	siis
kui	kui
puu+äke	puu+äkked
äke	äkked
see	need
olema	olid
mis	miss
hobune	obu
järel	`järge
vedama	vädas
see	need
olema	ol'id
ja	ja
muu	muud
põllu+töö+riist	põllu+töö+`riista
olema	pole
mitte	`mette
olema+ki	`oldkid
aga	äga
siis	siis
juba	juba
nüüd	nüid
kui	kui
mina	maa
juba	juba
juba	juba
vanem	vanam
inimene	inimene
olema	ol'i
nüüd	nüid
tulema	tulid
sahk	sahad
raud+sahk	raud+sahad
mis	missega
hobune	obused
sahkama	`sahkasid
aga	äga
enne	`enne
olema	pole
sahk	`sahka
ka	ka
mitte	`mette
olema	olnd
siis	siis
sahk	sahad
olema	ol'id
ning	ning
siis	siis
hakkama	akkatti
sahkama	`sahkama
ja	ja
noh	nohh
nüüd	nüid
olema	on
ju	ju
kõik+sugune	`kõik+sugused
töö+riist	töö+riistad
mis	miss
nüüd	nüid
enam	änam
sahk	sahad
mina	ma
ei	ei
teadma	tea
see	need
tooma	`toodi
ikka	`ikka
vabrik	vabrikkust
ka	kaa
aga	aga
vannas	`vannad
see	need
siis	siis
maa+sepp	maa+seppad
tegema	tegid
ikka	`ikka
kui	kui
ära	ära
kuluma	kulus
maa+sepp	maa+seppad
tegema	tegid
ikka	`ikka
vannas	`vannud
uuesti	uijesti
otsa	`otsa
ka	kaa
see	nendele
aga	aga
see	need
olema	olid
ikka	`ikka
vabriku+töö	vabrikku+töö
töö	töö
see	need
sahk	sahad
olema	ol'id
küll	küll
iga	igas
iga	igas
küla	külas
olema	oli
oma	oma
pisike	pisikke
sepi+koda	seppi+goda
küll	küll
kus	kuss
sepa+töö	seppa+tööd
tegema	`tehti
vikat	vikkattid
tegema	`tehti
oma	omad
sepp	seppad
tegema	tegid
vikat	vikkattid
ise	ise
ja	ja
hobuse+raud	obuse+rauwad
ja	ja
ja	ja
kõik	kõik
mis	miss
raud+asi	raud+`asja
tarvis	`tarvis
olema	oli
kõik	kõik
sepp	seppad
tegema	tegid
ise	ise
ah	ah
kodu+loom	kodu+loomad
ahh	ahh
kari	`karjas
saama	sai
käima	`käidud
küll	küll
kodu+loom	kodu+loomad
olema	ol'id
iga	igas
talu	talus
olema	oli
ikka	ikka
neli	neli
neli	neli
viis	viis
loom	`looma
olema	oli
nüüd	nüid
olema	on
jälle	`jälle
kolm	kolm
lehm	`lehma
ja	ja
kaks	kaks
kaks	kaks
mullikas	mul'likkat
kutsuma	kutsutti
ja	ja
siis	siis
üks	üks
kas	kas
pull	pul'l
olema	oli
ka	kaa
veel	veel
ja	ja
sedasi	sedasi
siis	siis
olema	oli
kaks	kaks
hobune	obust
ja	ja
viis	viis
kuus	kuus
lammas	lammast
olema	olid
ja	ja
see	need
käima	käisid
kõik	kõik
kari	`karjas
ja	ja
laps	lapsed
käima	käisid
iga	iga
ikka	`ikke
nemad	nende
nemad	nende
juures	juures
panema	`pandi
leiva+kott	leva+got't
laps	lapsel
selg	`selga
hommik	ommikku
ja	ja
õhtu	`õhtu
päeva+loomine	pääva+`loomise
aeg	aeaks
kui	kui
nemad	nad
kodu	koduse
tulema	tulid
enne	`enne
es	es
saama	saa
loom	`loomadega
kodu	koduse
tulema	`tulla
mitte	`mette
laps	lapsed
olema	ol'id
päev	pääva
läbi	läbi
kari	`karjas
nüüd	nüid
mina	ma
ütlema	`ütsi
nüüd	nüid
olema	pole
laps	lastel
muu	muud
kui	ku
laps	lastel
rääkima	räägittakse
kool	koolist
ka	ka
kool	`kooli
kui	kui
mina	ma
kool	`kooli
minema	lähe
ja	ja
see	se
mina	mool
kool	kooli
asi	asi
ning	ning
sedasi	sedasi
elu	elu
aeg	aeg
olema	oli
kui	kui
laps	laps
ilm	`ilma
sündima	`sündis
ja	ja
vähe	vähe
mõistma	`mõistma
hakkama	`akkas
muud+kui	muud+kut
rääkima	räägitti
vat	vatt
sina	sa
minema	lähed
sea+kari	sea+`karja
sina	sa
minema	lähed
lamba+kari	`lamba+`karja
kui	kui
sina	sa
kari	`karjas
käima	`käima
hakkama	`akkad
kui	kui
sina	sa
käima	käid
siis	siis
see	see
olema	oli
laps	lapsel
jutt	jutt
nüüd	nüid
olema	on
kool	koolist
jutt	jutt
aga	aga
siis	siis
olema	oli
paljalt	`paljast
karjas+käimine	`karjas+käimast
jutt	jutt
kuidas	kuidas
pidama	pidi
ohh	ohh
küll	küll
mina	ma
rääkima	räägi
praegu	`paergus
mina	ma
käima	käi
karja+maa	karja+maal
mina	ma
vaatama	`vaatta
see	neid
suur	`suuri
hall	`allisi
kivi	kivisid
mina	ma
ütlema	`ütsi
mina	ma
kus	kuss
otsas	`otsas
mina	ma
nutma	`nutnd
olema	ole
kui	kui
mina	ma
kartma	`kartsi
et	et
loom	loomad
kaduma	kaduvad
ära	ära
või	või
ja	ja
kui	kui
pikse+ilm	`pikse+ilm
tulema	tuli
mina	ma
kartma	`kartsi
pikse+ilm	`pikse+`ilma
et	et
nägema	nägi
et	et
pilv	pili
tõusma	tõuseb
kuskilt	`kuskilt
kui	kui
palju	pailu
mina	ma
nutma	`nutsi
mina	ma
vaatama	`vaatta
veel	veel
see	nende
kivi	kivide
peale	`peale
et	et
vat	vat
kui	kui
palju	pailu
mina	moo
silm	silma
pisar	pisaraid
pisike	pisikses
põlv	`põlves
siin	sii
mina	ma
valama	valand
olema	ole
kui	kui
mina	ma
ja	ja
palja+jalu	`palja+jalu
nüüd	nüid
olema	on
kõik+sugune	`kõik+sugused
jala+nõu	jala+nõud
laps	lastel
saama	`soaja
praegu	`paergus
kummi+jala+nõu	kummi+jala+nõud
ning	ning
tegema	tehjatse
igati	igatti
laps	lapsed
käima	käisid
palja+jalu	`palja+jalu
suur	suured
narts	nartsud
olema	olid
ümber	`ümber
varvas	varvaste
siduma	`siuttud
